order_id,customer_id,order_date,status,region_code
ORD00381,CUST0406,2026-01-09 22:39:55,PLACED,SOUTH
ORD00382,CUST0409,2024-12-03 05:38:21,SHIPPED,SOUTH
ORD00383,CUST0163,2026-06-11 16:38:20,DELIVERED,CENTRAL
ORD00384,UNKNOWN,2025-06-22 02:30:34,RETURNED,CENTRAL
ORD00385,CUST0486,2024-10-05 23:34:11,CANCELLED,CENTRAL
ORD00386,CUST0252,2024-10-10 12:36:03,PLACED,SOUTH
ORD00387,CUST0011,2024-07-29 15:14:03,PLACED,EAST
ORD00388,CUST0104,2025-03-14 06:04:08,DELIVERED,SOUTH
ORD00389,CUST0433,2025-12-11 04:01:36,PLACED,NORTH
ORD00390,CUST0361,2025-02-26 19:21:05,PLACED,CENTRAL
ORD00391,CUST0492,2025-04-29 05:53:52,CANCELLED,CENTRAL
ORD00392,CUST0155,2026-01-13 08:31:16,SHIPPED,WEST
ORD00393,CUST0492,2026-06-12 11:34:29,DELIVERED,SOUTH
ORD00394,CUST0288,2026-01-12 16:13:53,RETURNED,EAST
ORD00395,CUST0302,2025-01-24 10:41:24,CANCELLED,EAST
ORD00396,CUST0151,2026-05-10 21:11:57,PLACED,CENTRAL
ORD00397,CUST0395,2026-02-10 12:42:45,PLACED,SOUTH
ORD00398,CUST0472,2026-04-21 04:52:02,RETURNED,SOUTH
ORD00399,CUST0054,2026-02-22 07:57:15,SHIPPED,EAST
ORD00400,CUST0122,2024-10-03 03:14:07,DELIVERED,SOUTH
ORD00401,CUST0494,2025-01-31 12:56:16,DELIVERED,WEST
ORD00402,UNKNOWN,2025-03-02 07:18:49,PLACED,EAST
ORD00403,CUST0056,2025-12-24 13:37:31,PLACED,WEST
ORD00404,CUST0215,2026-03-21 10:04:34,CANCELLED,WEST
ORD00405,CUST0180,2026-01-27 11:52:05,PLACED,WEST
ORD00406,CUST0296,2024-08-31 14:51:48,SHIPPED,SOUTH
ORD00407,CUST0410,2025-02-23 04:40:27,DELIVERED,NORTH
ORD00408,CUST0488,2025-12-29 05:19:28,DELIVERED,SOUTH
ORD00409,CUST0083,2024-07-21 10:55:37,RETURNED,NORTH
ORD00410,CUST0315,2025-09-10 20:17:01,PLACED,WEST
ORD00411,CUST0085,2024-09-20 21:08:55,CANCELLED,SOUTH
ORD00412,CUST0170,2025-10-05 13:15:59,SHIPPED,WEST
ORD00413,CUST0370,2025-09-24 16:57:03,RETURNED,EAST
ORD00414,CUST0153,2025-01-05 10:20:50,PLACED,WEST
ORD00415,CUST0431,2024-08-18 20:55:16,PLACED,EAST
ORD00416,UNKNOWN,2026-06-28 00:44:40,RETURNED,WEST
ORD00417,CUST0014,2025-11-08 18:59:03,DELIVERED,NORTH
ORD00418,CUST0060,2026-05-07 16:55:03,CANCELLED,WEST
ORD00419,CUST0339,2025-02-17 04:04:17,RETURNED,WEST
ORD00420,CUST0454,2026-05-06 01:36:56,SHIPPED,WEST
ORD00421,UNKNOWN,2025-04-07 04:17:41,DELIVERED,SOUTH
ORD00422,CUST0289,2025-06-03 06:47:05,PLACED,NORTH
ORD00423,CUST0414,2025-05-08 06:13:29,RETURNED,SOUTH
ORD00424,CUST0431,2024-10-17 14:02:53,RETURNED,WEST
ORD00425,CUST0352,2025-07-05 04:44:56,CANCELLED,CENTRAL
ORD00426,CUST0244,2024-11-23 12:30:36,CANCELLED,NORTH
ORD00427,CUST0462,2026-04-08 12:30:01,RETURNED,CENTRAL
ORD00428,CUST0487,2024-10-15 13:47:10,SHIPPED,SOUTH
ORD00429,CUST0414,2024-11-29 19:07:50,PLACED,WEST
ORD00430,CUST0350,2025-04-17 06:25:33,SHIPPED,CENTRAL
ORD00431,CUST0467,2025-11-10 13:54:19,PLACED,NORTH
ORD00432,CUST0204,2025-05-12 15:07:00,DELIVERED,CENTRAL
ORD00433,CUST0448,2024-09-30 20:14:04,RETURNED,CENTRAL
ORD00434,CUST0215,2025-12-02 13:34:38,SHIPPED,SOUTH
ORD00435,CUST0299,2026-02-19 09:30:48,PLACED,NORTH
ORD00436,CUST0052,2024-12-29 05:48:22,RETURNED,EAST
ORD00437,CUST0136,2026-06-28 07:43:23,CANCELLED,CENTRAL
ORD00438,CUST0020,2025-01-27 07:46:38,CANCELLED,SOUTH
ORD00439,CUST0349,2025-12-16 16:19:52,PLACED,WEST
ORD00440,CUST0170,2026-05-26 02:07:00,PLACED,WEST
ORD00441,CUST0460,2025-07-26 03:36:27,DELIVERED,EAST
ORD00442,CUST0432,2025-09-08 14:37:34,PLACED,SOUTH
ORD00443,CUST0499,2024-10-05 09:21:04,DELIVERED,EAST
ORD00444,CUST0310,2025-03-25 15:32:16,SHIPPED,WEST
ORD00445,CUST0422,2025-11-14 00:17:58,CANCELLED,CENTRAL
ORD00446,CUST0421,2026-04-22 04:00:14,SHIPPED,NORTH
ORD00447,CUST0260,2024-10-24 06:20:40,RETURNED,CENTRAL
ORD00448,UNKNOWN,2026-03-04 11:34:28,SHIPPED,NORTH
ORD00449,CUST0234,2025-08-17 18:50:49,DELIVERED,SOUTH
ORD00450,CUST0422,2024-12-23 11:47:47,CANCELLED,NORTH
ORD00451,CUST0124,2026-03-26 04:58:35,RETURNED,WEST
ORD00452,CUST0446,2024-10-26 03:44:53,RETURNED,EAST
ORD00453,CUST0429,2025-03-13 12:50:53,PLACED,EAST
ORD00454,UNKNOWN,2024-12-17 12:05:52,RETURNED,SOUTH
ORD00455,CUST0332,2024-12-27 23:59:25,SHIPPED,EAST
ORD00456,CUST0263,2026-02-23 01:36:52,PLACED,WEST
ORD00457,CUST0332,2024-09-19 10:27:37,PLACED,SOUTH
ORD00458,CUST0413,2026-03-15 16:42:08,DELIVERED,WEST
ORD00459,CUST0437,2026-03-04 05:01:59,DELIVERED,SOUTH
ORD00460,CUST0347,2024-07-22 14:09:17,RETURNED,WEST
ORD00461,CUST0004,2025-09-05 00:32:47,DELIVERED,CENTRAL
ORD00462,CUST0312,2025-03-31 05:53:24,PLACED,WEST
ORD00463,CUST0142,2026-02-03 04:32:37,DELIVERED,EAST
ORD00464,CUST0488,2025-03-06 10:12:29,DELIVERED,SOUTH
ORD00465,CUST0392,2025-09-14 07:06:29,PLACED,CENTRAL
ORD00466,CUST0164,2026-05-12 17:31:16,PLACED,WEST
ORD00467,CUST0133,2026-05-29 19:15:08,CANCELLED,WEST
ORD00468,CUST0299,2026-02-05 20:17:13,RETURNED,SOUTH
ORD00469,CUST0366,2026-07-08 03:06:54,RETURNED,WEST
ORD00470,CUST0344,2024-11-04 23:59:20,DELIVERED,SOUTH
ORD00471,CUST0449,2025-08-22 05:34:42,DELIVERED,NORTH
ORD00472,CUST0380,2026-05-15 20:53:17,RETURNED,SOUTH
ORD00473,CUST0461,2025-11-03 19:15:20,PLACED,SOUTH
ORD00474,CUST0382,2025-07-11 16:14:50,CANCELLED,EAST
ORD00475,CUST0300,2025-07-18 16:17:59,PLACED,WEST
ORD00476,CUST0325,2025-11-24 15:53:55,RETURNED,NORTH
ORD00477,CUST0100,2025-05-10 21:39:30,CANCELLED,CENTRAL
ORD00478,CUST0028,2026-04-25 07:44:24,SHIPPED,SOUTH
ORD00479,CUST0176,2024-12-22 04:14:42,RETURNED,WEST
ORD00480,CUST0442,2025-03-24 09:54:23,PLACED,WEST
ORD00481,CUST0091,2026-04-24 20:18:39,PLACED,NORTH
ORD00482,CUST0108,2024-11-05 07:40:28,SHIPPED,CENTRAL
ORD00483,CUST0251,2024-07-30 02:58:25,PLACED,SOUTH
ORD00484,CUST0325,2025-10-27 12:14:41,CANCELLED,WEST
ORD00485,CUST0020,2025-12-01 17:16:05,DELIVERED,NORTH
ORD00486,CUST0388,2025-05-21 00:56:05,SHIPPED,NORTH
ORD00487,CUST0321,2026-01-07 17:58:09,SHIPPED,EAST
ORD00488,CUST0053,2025-04-11 12:28:35,RETURNED,EAST
ORD00489,CUST0422,2025-07-28 11:04:55,DELIVERED,WEST
ORD00490,CUST0306,2025-09-26 05:06:36,CANCELLED,SOUTH
ORD00491,CUST0462,2025-12-18 23:40:20,SHIPPED,SOUTH
ORD00492,CUST0471,2024-09-20 11:49:47,PLACED,SOUTH
ORD00493,CUST0068,2025-07-13 18:16:50,PLACED,CENTRAL
ORD00494,CUST0064,2026-03-06 21:58:05,PLACED,WEST
ORD00495,CUST0131,2026-01-21 19:27:28,RETURNED,NORTH
ORD00496,CUST0025,2025-04-13 01:13:37,PLACED,NORTH
ORD00497,CUST0214,2025-09-16 00:30:05,PLACED,CENTRAL
ORD00498,CUST0360,2025-09-30 04:33:30,PLACED,EAST
ORD00499,CUST0052,2025-05-01 17:58:11,DELIVERED,CENTRAL
ORD00500,CUST0071,2024-11-18 05:03:52,PLACED,CENTRAL
ORD00501,CUST0061,2026-06-15 06:01:18,PLACED,WEST
ORD00502,CUST0103,2024-09-22 02:16:11,RETURNED,SOUTH
ORD00503,CUST0210,2025-01-19 18:29:36,PLACED,CENTRAL
ORD00504,CUST0107,2025-01-31 15:05:50,CANCELLED,EAST
ORD00505,CUST0007,2025-01-11 00:40:21,PLACED,CENTRAL
ORD00506,CUST0077,2025-06-28 06:00:25,RETURNED,NORTH
ORD00507,CUST0052,2025-05-25 19:05:10,SHIPPED,WEST
ORD00508,CUST0152,2026-03-05 03:26:25,PLACED,NORTH
ORD00509,CUST0448,2025-09-17 06:58:21,DELIVERED,EAST
ORD00510,CUST0161,2026-06-24 15:35:19,PLACED,NORTH
ORD00511,CUST0456,2026-01-09 13:20:18,SHIPPED,SOUTH
ORD00512,CUST0458,2024-08-28 15:54:44,RETURNED,EAST
ORD00513,CUST0048,2025-06-01 07:58:24,DELIVERED,SOUTH
ORD00514,CUST0205,2025-05-28 12:40:51,DELIVERED,WEST
ORD00515,CUST0245,2026-04-28 14:58:15,SHIPPED,NORTH
ORD00516,CUST0372,2026-05-27 09:46:14,SHIPPED,NORTH
ORD00517,CUST0303,2025-05-30 15:14:06,RETURNED,WEST
ORD00518,CUST0195,2026-06-08 19:17:58,RETURNED,NORTH
ORD00519,CUST0451,2025-08-04 16:43:44,SHIPPED,WEST
ORD00520,CUST0058,2025-03-02 15:05:14,CANCELLED,NORTH
ORD00521,CUST0336,2025-11-29 04:34:19,RETURNED,CENTRAL
ORD00522,CUST0115,2025-06-06 05:10:45,DELIVERED,CENTRAL
ORD00523,CUST0359,2025-09-14 01:22:27,CANCELLED,SOUTH
ORD00524,CUST0340,2025-04-25 23:54:17,CANCELLED,SOUTH
ORD00525,CUST0286,2026-02-01 05:45:37,RETURNED,NORTH
ORD00526,UNKNOWN,2025-10-13 09:06:31,RETURNED,WEST
ORD00527,CUST0446,2024-07-14 07:39:54,CANCELLED,EAST
ORD00528,CUST0497,2025-04-22 22:08:43,RETURNED,SOUTH
ORD00529,CUST0194,2025-05-28 02:08:26,SHIPPED,NORTH
ORD00530,CUST0411,2026-03-17 19:30:31,PLACED,WEST
ORD00531,CUST0061,2026-04-08 04:57:23,PLACED,NORTH
ORD00532,CUST0019,2025-06-07 04:10:34,PLACED,NORTH
ORD00533,CUST0494,2024-07-19 03:15:06,DELIVERED,CENTRAL
ORD00534,CUST0336,2024-09-13 18:57:42,DELIVERED,EAST
ORD00535,CUST0419,2025-03-28 21:49:19,CANCELLED,EAST
ORD00536,CUST0318,2026-01-30 17:47:37,DELIVERED,WEST
ORD00537,CUST0389,2024-11-19 05:35:19,PLACED,EAST
ORD00538,CUST0325,2026-04-22 17:08:53,DELIVERED,CENTRAL
ORD00539,CUST0360,2025-11-05 14:56:34,SHIPPED,WEST
ORD00540,CUST0368,2026-03-11 05:27:01,CANCELLED,NORTH
ORD00541,CUST0101,2026-02-27 10:52:44,CANCELLED,SOUTH
ORD00542,CUST0401,2025-03-19 01:03:56,DELIVERED,NORTH
ORD00543,CUST0024,2026-05-20 20:48:21,RETURNED,NORTH
ORD00544,CUST0231,2025-11-21 01:34:39,RETURNED,CENTRAL
ORD00545,CUST0256,2025-11-15 21:14:03,PLACED,CENTRAL
ORD00546,CUST0430,2025-01-29 05:13:40,RETURNED,SOUTH
ORD00547,CUST0089,2025-02-27 08:14:51,SHIPPED,NORTH
ORD00548,CUST0308,2025-08-17 00:15:06,DELIVERED,CENTRAL
ORD00549,CUST0215,2025-04-24 11:36:51,SHIPPED,EAST
ORD00550,CUST0176,2026-02-26 08:06:20,CANCELLED,SOUTH
ORD00551,CUST0309,2024-09-06 22:29:21,RETURNED,EAST
ORD00552,CUST0281,2026-05-16 05:36:08,RETURNED,SOUTH
ORD00553,CUST0320,2025-05-08 13:59:18,DELIVERED,SOUTH
ORD00554,CUST0333,2025-03-20 09:33:36,SHIPPED,CENTRAL
ORD00555,CUST0327,2026-06-14 03:40:18,PLACED,EAST
ORD00556,CUST0299,2026-01-26 23:25:49,CANCELLED,CENTRAL
ORD00557,CUST0434,2024-10-28 10:49:14,PLACED,CENTRAL
ORD00558,CUST0196,2025-07-24 18:34:29,PLACED,SOUTH
ORD00559,CUST0403,2026-05-08 00:12:30,DELIVERED,EAST
ORD00560,CUST0032,2026-02-27 17:59:59,DELIVERED,SOUTH
ORD00561,CUST0017,2024-07-27 22:20:03,CANCELLED,NORTH
ORD00562,CUST0346,2025-07-02 18:08:50,SHIPPED,CENTRAL
ORD00563,CUST0262,2025-10-12 21:30:54,DELIVERED,NORTH
ORD00564,CUST0199,2025-10-17 12:37:03,DELIVERED,CENTRAL
ORD00565,CUST0381,2026-03-09 01:20:27,RETURNED,WEST
ORD00566,CUST0467,2025-11-23 19:56:25,DELIVERED,CENTRAL
ORD00567,CUST0309,2025-05-18 15:33:20,SHIPPED,EAST
ORD00568,CUST0350,2025-01-15 17:35:29,SHIPPED,CENTRAL
ORD00569,CUST0021,2025-12-12 03:24:20,RETURNED,EAST
ORD00570,CUST0300,2025-12-31 23:47:25,PLACED,EAST
ORD00571,CUST0480,2024-11-17 09:58:50,SHIPPED,EAST
ORD00572,CUST0397,2025-01-16 06:11:29,RETURNED,EAST
ORD00573,CUST0294,2025-01-21 06:19:53,PLACED,EAST
ORD00574,CUST0490,2024-12-31 13:06:39,PLACED,CENTRAL
ORD00575,CUST0279,2026-01-03 23:55:54,PLACED,EAST
ORD00576,CUST0110,2025-04-15 06:39:59,DELIVERED,EAST
ORD00577,CUST0487,2025-02-24 15:58:40,RETURNED,WEST
ORD00578,CUST0422,2025-05-17 23:54:43,PLACED,NORTH
ORD00579,CUST0229,2025-02-06 06:24:04,RETURNED,CENTRAL
ORD00580,CUST0021,2026-01-18 20:21:29,DELIVERED,WEST
ORD00581,CUST0484,2025-01-10 17:56:55,DELIVERED,CENTRAL
ORD00582,CUST0013,2025-06-18 19:10:52,DELIVERED,CENTRAL
ORD00583,CUST0229,2026-02-15 09:40:11,DELIVERED,SOUTH
ORD00584,CUST0043,2025-08-04 08:40:45,SHIPPED,CENTRAL
ORD00585,CUST0321,2024-11-16 04:53:08,SHIPPED,WEST
ORD00586,CUST0106,2024-08-12 00:45:38,CANCELLED,NORTH
ORD00587,CUST0079,2026-01-05 22:42:59,DELIVERED,NORTH
ORD00588,CUST0028,2026-03-11 08:35:40,DELIVERED,CENTRAL
ORD00589,CUST0421,2025-07-23 09:20:45,DELIVERED,WEST
ORD00590,CUST0323,2026-02-21 18:16:57,DELIVERED,NORTH
ORD00591,CUST0061,2024-07-25 13:19:14,RETURNED,NORTH
ORD00592,CUST0300,2025-10-31 05:52:38,PLACED,EAST
ORD00593,CUST0055,2026-01-14 02:31:48,DELIVERED,CENTRAL
ORD00594,CUST0392,2026-06-29 09:01:31,CANCELLED,WEST
ORD00595,CUST0016,2025-04-09 03:17:26,RETURNED,SOUTH
ORD00596,CUST0201,2024-09-04 09:08:26,RETURNED,EAST
ORD00597,CUST0074,2026-02-24 10:24:00,DELIVERED,NORTH
ORD00598,CUST0285,2025-05-24 14:23:34,PLACED,NORTH
ORD00599,CUST0202,2026-02-07 15:41:01,PLACED,EAST
ORD00600,CUST0380,2025-11-09 01:05:27,DELIVERED,SOUTH
